runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,cardinal conflicts,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,chosen from cleanup,chosen from open,chosen from focal,#solve MVCs,#merge MDDs,#solve 2 agents,#memoization,cost error,distance error,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.001235,1,1,339,1442,239,239,239,239,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.000114,2e-06,8e-06,0,0,0,0.000372,2e-06,5.6e-05,0.000177,0.000182,0.001953,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000321,0,1,147,598,134,134,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001889,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.0004,0,1,176,764,166,166,166,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.001944,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000478,0,1,218,945,208,208,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.001953,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.002069,1,1,322,1282,195,193,193,193,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.00047,2e-06,1.2e-05,0,0,0,0.000681,2e-06,5.5e-05,0.000283,0.000291,0.002797,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000364,0,1,168,711,158,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.00194,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000584,0,1,199,828,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.002725,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000352,0,1,167,695,146,146,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.002099,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000328,0,1,166,647,127,127,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001909,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000344,0,1,149,630,137,137,137,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.001866,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000329,0,1,149,629,137,137,137,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001891,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000345,0,1,166,675,139,139,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001926,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000749,1,1,210,814,135,135,135,135,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.9e-05,2e-06,5e-06,0,0,0,0.000226,1e-06,3.8e-05,0.000101,0.000105,0.001891,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.00076,1,1,160,621,99,99,99,99,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000272,2e-06,5e-06,0,0,0,0.000131,1e-06,2.7e-05,9.5e-05,9.7e-05,0.001967,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000492,1,1,130,486,80,80,80,80,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.1e-05,2e-06,5e-06,0,0,0,0.000132,1e-06,2.8e-05,7.3e-05,7.6e-05,0.001877,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000169,0,1,64,207,54,54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.001989,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000117,0,1,35,89,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.001842,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000102,0,1,29,57,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0.001916,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000473,0,1,239,1047,229,229,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.001868,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000476,0,1,215,906,205,205,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.001913,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000379,0,1,177,763,167,167,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001918,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.001257,1,1,339,1442,239,239,239,239,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.000112,2e-06,8e-06,0,0,0,0.000386,2e-06,5.6e-05,0.000175,0.000181,0.001879,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000313,0,1,147,598,134,134,134,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001896,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000375,0,1,176,764,166,166,166,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001896,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000455,0,1,218,945,208,208,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.001872,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.001415,1,1,322,1282,195,193,193,193,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.000317,2e-06,8e-06,0,0,0,0.000466,0,3.8e-05,0.000191,0.000196,0.001851,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000498,0,1,168,711,158,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.002774,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000413,0,1,199,828,189,189,189,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.002027,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000352,0,1,167,695,146,146,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001904,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000329,0,1,166,647,127,127,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001961,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000326,0,1,149,630,137,137,137,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001884,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000314,0,1,149,629,137,137,137,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001947,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000344,0,1,166,675,139,139,139,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001884,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000725,1,1,210,814,135,135,135,135,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.6e-05,2e-06,5e-06,0,0,0,0.000223,1e-06,3.7e-05,9.6e-05,9.9e-05,0.001913,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000767,1,1,160,621,99,99,99,99,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.00027,1e-06,5e-06,0,0,0,0.000132,0,3.1e-05,0.0001,0.000102,0.001888,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000506,1,1,130,486,80,80,80,80,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.1e-05,2e-06,6e-06,0,0,0,0.000138,1e-06,3.2e-05,7.6e-05,7.9e-05,0.001869,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000168,0,1,64,207,54,54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.001922,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000123,0,1,35,89,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.001892,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000101,0,1,29,57,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.001848,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000481,0,1,239,1047,229,229,229,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.001873,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000493,0,1,215,906,205,205,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.001999,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000382,0,1,177,763,167,167,167,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.001886,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000392,0,1,174,727,164,164,164,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.001885,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000369,0,1,172,722,162,162,162,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001877,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000339,0,1,158,681,145,145,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.00189,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000361,0,1,168,710,158,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001907,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000843,1,1,239,1030,182,182,182,182,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.000157,2e-06,7e-06,0,0,0,0.000139,1e-06,4.4e-05,0.000127,0.000132,0.001883,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000507,1,1,171,718,145,145,145,145,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0001,2e-06,5e-06,0,0,0,1.8e-05,1e-06,1e-05,3e-05,3.3e-05,0.00186,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.001026,1,1,267,1103,183,181,181,181,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.000341,1e-06,6e-06,0,0,0,0.000128,1e-06,4e-05,0.000145,0.000151,0.001879,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000885,1,1,290,1239,224,223,223,223,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000235,2e-06,7e-06,0,0,0,7.8e-05,0,2e-05,9.7e-05,0.0001,0.001865,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000384,0,1,190,774,157,157,157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.002,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000332,0,1,159,670,149,149,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001935,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000166,0,1,63,243,53,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.001903,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000417,1,1,92,336,57,57,57,57,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.1e-05,2e-06,4e-06,0,0,0,0.000106,1e-06,2.1e-05,6.8e-05,7e-05,0.001923,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000433,1,1,79,251,37,37,37,37,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000145,2e-06,4e-06,0,0,0,5.6e-05,1e-06,2.2e-05,7.1e-05,7.3e-05,0.001905,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000251,1,1,37,112,17,17,17,17,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9.7e-05,2e-06,3e-06,0,0,0,1.6e-05,1e-06,5e-06,1.8e-05,2e-05,0.001895,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.00021,1,1,21,42,5,5,5,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8.5e-05,2e-06,2e-06,0,0,0,1.2e-05,1e-06,4e-06,1.3e-05,1.4e-05,0.001891,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.002524,1,1,357,1483,226,226,226,226,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.000919,2e-06,1.1e-05,0,0,0,0.000521,2e-06,8.1e-05,0.000352,0.000361,0.002889,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000686,1,1,223,921,168,168,168,168,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.000164,1e-06,5e-06,0,0,0,4.7e-05,1e-06,1.2e-05,7.8e-05,8.1e-05,0.001919,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000355,0,1,165,700,155,155,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001941,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000383,0,1,192,809,172,172,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001922,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000302,0,1,138,578,128,128,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.001927,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000407,0,1,192,800,182,182,182,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.001942,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000571,1,1,199,843,165,165,165,165,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.9e-05,1e-06,7e-06,0,0,0,6.8e-05,1e-06,2.7e-05,7.5e-05,7.8e-05,0.001938,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.00038,0,1,164,695,153,153,153,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.001878,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000459,0,1,148,619,138,138,138,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.002669,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.00022,0,1,97,386,87,86,86,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.001919,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000908,1,1,152,634,93,93,91,93,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.000313,3e-06,8e-06,0,0,0,0.000166,1e-06,2.4e-05,0.000109,0.000116,0.001967,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.00022,0,1,87,341,77,77,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.001953,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000205,0,1,98,324,71,71,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.001955,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000224,0,1,88,315,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.001876,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
0.000199,0,1,85,281,63,63,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.001871,WDG+R+C+T+BP with AStar,EECBS/20241218_1508.scen
